timestamp,parameter,value_hrf
2019-02-05 02:10:00,so2,1.2676282222222222
2019-02-05 02:15:00,so2,1.2299886792452832
2019-02-05 02:20:00,so2,1.2875386792452832
2019-02-05 02:25:00,so2,1.404263846153846
2019-02-05 02:30:00,so2,2.0974702325581394
2019-02-05 02:35:00,so2,1.5452324000000004
2019-02-05 02:40:00,so2,1.6919503846153843
2019-02-05 02:45:00,so2,1.852913725490196
2019-02-05 02:50:00,so2,1.8199048076923081
2019-02-05 02:55:00,so2,2.151493191489362
2019-02-05 03:00:00,so2,2.0533402127659577
2019-02-05 03:05:00,so2,4.1103902
2019-02-05 03:10:00,so2,4.634366444444444
2019-02-05 03:15:00,so2,5.903353518518515
2019-02-05 03:20:00,so2,5.917455762711866
2019-02-05 03:25:00,so2,6.319091551724136
2019-02-05 03:30:00,so2,5.426303770491803
2019-02-05 03:35:00,so2,6.412894545454543
2019-02-05 03:40:00,so2,6.056004237288137
2019-02-05 03:45:00,so2,5.652591475409836
2019-02-05 03:50:00,so2,5.879414285714285
2019-02-05 03:55:00,so2,6.768798571428571
2019-02-05 04:00:00,so2,5.5084961904761895
2019-02-05 04:05:00,so2,5.091338852459016
2019-02-05 04:10:00,so2,6.232770769230769
2019-02-05 04:15:00,so2,4.992042833333334
2019-02-05 04:20:00,so2,5.109325
2019-02-05 04:25:00,so2,5.558716226415093
2019-02-05 04:30:00,so2,6.585675106382978
2019-02-05 04:35:00,so2,5.881585454545455
2019-02-05 04:40:00,so2,6.533206274509801
2019-02-05 04:45:00,so2,6.080152075471698
2019-02-05 04:50:00,so2,6.192881272727274
2019-02-05 04:55:00,so2,5.616047166666666
2019-02-05 05:00:00,so2,5.830212203389832
2019-02-05 05:05:00,so2,5.880718852459018
2019-02-05 05:10:00,so2,5.1312177777777785
2019-02-05 05:15:00,so2,5.686926034482756
2019-02-05 05:20:00,so2,5.882253999999998
2019-02-05 05:25:00,so2,5.76299
2019-02-05 05:30:00,so2,6.3358388
2019-02-05 05:35:00,so2,5.560057222222223
2019-02-05 05:40:00,so2,6.098319423076925
2019-02-05 05:45:00,so2,5.192273114754099
2019-02-05 05:50:00,so2,5.44382403508772
2019-02-05 05:55:00,so2,4.370220958904109
2019-02-05 06:00:00,so2,5.140620163934426
2019-02-05 06:05:00,so2,4.6125895238095245
2019-02-05 06:10:00,so2,4.874756666666667
2019-02-05 06:15:00,so2,4.410785624999999
2019-02-05 06:20:00,so2,5.675028076923076
2019-02-05 06:25:00,so2,4.621086031746032
2019-02-05 06:30:00,so2,4.551894444444443
2019-02-05 06:35:00,so2,5.331070363636364
2019-02-05 06:40:00,so2,4.064945454545454
2019-02-05 06:45:00,so2,4.232350923076924
2019-02-05 06:50:00,so2,6.0042182
2019-02-05 06:55:00,so2,5.310669298245614
2019-02-05 07:00:00,so2,4.570987121212123
2019-02-05 07:05:00,so2,5.331476333333333
2019-02-05 07:10:00,so2,4.979420819672131
2019-02-05 07:15:00,so2,5.497931785714286
2019-02-05 07:20:00,so2,2.1758585714285714
2019-02-05 07:25:00,so2,2.1051993877551016
2019-02-05 07:30:00,so2,1.9662722000000006
2019-02-05 07:35:00,so2,2.424770444444445
2019-02-05 07:40:00,so2,3.143736756756757
2019-02-05 07:45:00,so2,2.4570756250000008
2019-02-05 07:50:00,so2,3.073870270270269
2019-02-05 07:55:00,so2,2.092563518518518
2019-02-05 08:00:00,so2,2.530049565217392
2019-02-05 08:05:00,so2,2.6754477272727275
2019-02-05 08:10:00,so2,2.741812439024391
2019-02-05 08:15:00,so2,2.4454896153846155
2019-02-05 08:20:00,so2,2.1954758620689656
2019-02-05 08:25:00,so2,2.5614991999999996
2019-02-05 08:30:00,so2,3.357017692307693
2019-02-05 08:35:00,so2,2.844146199999999
2019-02-05 08:40:00,so2,2.986203137254902
2019-02-05 08:45:00,so2,2.6296054000000004
2019-02-05 08:50:00,so2,3.2572842553191492
2019-02-05 08:55:00,so2,3.0082699999999996
2019-02-05 09:00:00,so2,3.1003011764705883
2019-02-05 09:05:00,so2,2.6844927586206895
2019-02-05 09:10:00,so2,2.586439516129033
2019-02-05 09:15:00,so2,3.2262982
2019-02-05 09:20:00,so2,2.827629661016949
2019-02-05 09:25:00,so2,2.9328442105263166
2019-02-05 09:30:00,so2,4.496684594594595
2019-02-05 09:35:00,so2,3.6917128888888886
2019-02-05 09:40:00,so2,2.7173285483870973
2019-02-05 09:45:00,so2,2.9210294915254242
2019-02-05 09:50:00,so2,2.847506507936508
2019-02-05 09:55:00,so2,2.813375645161291
2019-02-05 10:00:00,so2,3.2239302000000003
2019-02-05 10:05:00,so2,3.0029368965517254
2019-02-05 10:10:00,so2,4.6662603448275854
2019-02-05 10:15:00,so2,3.7967531111111117
2019-02-05 10:20:00,so2,4.0471835897435895
2019-02-05 10:25:00,so2,3.889483333333333
2019-02-05 10:30:00,so2,2.8775165573770485
2019-02-05 10:35:00,so2,3.183692545454546
2019-02-05 10:40:00,so2,3.906994222222222
2019-02-05 10:45:00,so2,3.8793191304347827
2019-02-05 10:50:00,so2,3.237107636363636
2019-02-05 10:55:00,so2,3.0867589830508484
2019-02-05 11:00:00,so2,3.384968888888889
2019-02-05 11:05:00,so2,3.152740172413794
2019-02-05 11:10:00,so2,2.996732666666666
2019-02-05 11:15:00,so2,3.1599682456140354
2019-02-05 11:20:00,so2,2.753161833333334
2019-02-05 11:25:00,so2,3.3068845454545452
2019-02-05 11:30:00,so2,3.1836010714285705
2019-02-05 11:35:00,so2,3.5182991836734683
2019-02-05 11:40:00,so2,4.273857894736842
2019-02-05 11:45:00,so2,3.138234807692307
2019-02-05 11:50:00,so2,3.238567234042554
2019-02-05 11:55:00,so2,4.076696750000001
2019-02-05 12:00:00,so2,3.653422888888888
2019-02-05 12:05:00,so2,2.8954791071428567
2019-02-05 12:10:00,so2,3.106393333333333
2019-02-05 12:15:00,so2,3.330346250000001
2019-02-05 12:20:00,so2,3.6412732558139527
2019-02-05 12:25:00,so2,3.190519591836736
2019-02-05 12:30:00,so2,4.189671891891892
2019-02-05 12:35:00,so2,4.816835312500001
2019-02-05 12:40:00,so2,3.1824832499999998
2019-02-05 12:45:00,so2,4.460347272727273
2019-02-05 12:50:00,so2,3.763169743589743
2019-02-05 12:55:00,so2,3.2877471428571434
2019-02-05 13:00:00,so2,4.579304375000001
2019-02-05 13:05:00,so2,3.2846206666666666
2019-02-05 13:10:00,so2,3.128032765957447
2019-02-05 13:15:00,so2,3.5531361904761902
2019-02-05 13:20:00,so2,2.4966383333333337
2019-02-05 13:25:00,so2,3.0820851063829777
2019-02-05 13:30:00,so2,3.0682693617021277
2019-02-05 13:35:00,so2,2.2393767692307684
2019-02-05 13:40:00,so2,2.338865245901639
2019-02-05 13:45:00,so2,2.552768545454544
2019-02-05 13:50:00,so2,3.0959747727272737
2019-02-05 13:55:00,so2,2.294788235294118
2019-02-05 14:00:00,so2,2.555832407407407
2019-02-05 14:05:00,so2,2.8307876190476184
2019-02-05 14:10:00,so2,2.2132462295081963
2019-02-05 14:15:00,so2,2.1546290163934425
2019-02-05 14:20:00,so2,2.276298333333334
2019-02-05 14:25:00,so2,2.4087235714285717
2019-02-05 14:30:00,so2,2.484032545454545
2019-02-05 14:35:00,so2,2.6216970588235293
2019-02-05 14:40:00,so2,2.629492999999999
2019-02-05 14:45:00,so2,2.469118867924529
2019-02-05 14:50:00,so2,2.8631156818181824
2019-02-05 14:55:00,so2,2.7352062499999996
2019-02-05 15:00:00,so2,2.184582459016393
2019-02-05 15:05:00,so2,2.9436930769230774
2019-02-05 15:10:00,so2,6.881569215686272
2019-02-05 15:15:00,so2,5.432990793650792
2019-02-05 15:20:00,so2,5.179188235294118
2019-02-05 15:25:00,so2,5.977527118644071
2019-02-05 15:30:00,so2,5.617009677419354
2019-02-05 15:35:00,so2,6.032779107142859
2019-02-05 15:40:00,so2,5.553269354838709
2019-02-05 15:45:00,so2,4.487987121212123
2019-02-05 15:50:00,so2,4.002297627118644
2019-02-05 15:55:00,so2,2.9137022916666666
2019-02-05 16:00:00,so2,2.6752713207547174
2019-02-05 16:05:00,so2,3.1027457777777783
2019-02-05 16:10:00,so2,2.6894620754716985
2019-02-05 16:15:00,so2,2.5517598214285706
2019-02-05 16:20:00,so2,2.802335510204081
2019-02-05 16:25:00,so2,2.546526851851852
2019-02-05 16:30:00,so2,2.443778490566038
2019-02-05 16:35:00,so2,2.8852446938775516
2019-02-05 16:40:00,so2,2.897819
2019-02-05 16:45:00,so2,3.3545778048780486
2019-02-05 16:50:00,so2,3.618293947368421
2019-02-05 16:55:00,so2,2.5137748214285724
2019-02-05 17:00:00,so2,2.5188898214285724
2019-02-05 17:05:00,so2,2.977433829787234
2019-02-05 17:10:00,so2,2.895607450980393
2019-02-05 17:15:00,so2,2.8150330769230774
2019-02-05 17:20:00,so2,3.275385454545454
2019-02-05 17:25:00,so2,2.432432333333333
2019-02-05 17:30:00,so2,2.708317818181819
2019-02-05 17:35:00,so2,3.2220521739130423
2019-02-05 17:40:00,so2,3.089276122448979
2019-02-05 17:45:00,so2,2.139993661971831
2019-02-05 17:50:00,so2,2.487999672131148
2019-02-05 17:55:00,so2,2.4934698214285715
2019-02-05 18:00:00,so2,2.814474528301887
2019-02-05 18:05:00,so2,2.5780662711864406
2019-02-05 18:10:00,so2,2.731188148148149
2019-02-05 18:15:00,so2,3.0041789583333327
2019-02-05 18:20:00,so2,2.692891666666667
2019-02-05 18:25:00,so2,3.176675217391305
2019-02-05 18:30:00,so2,2.2186804285714277
2019-02-05 18:35:00,so2,2.4396683870967735
2019-02-05 18:40:00,so2,2.816193518518518
2019-02-05 18:45:00,so2,2.791800178571428
2019-02-05 18:50:00,so2,2.993526923076923
2019-02-05 18:55:00,so2,3.341662826086957
2019-02-05 19:00:00,so2,2.6477430357142864
2019-02-05 19:05:00,so2,3.104218301886792
2019-02-05 19:10:00,so2,4.06135731707317
2019-02-05 19:15:00,so2,2.7902499999999995
2019-02-05 19:20:00,so2,2.709526562500001
2019-02-05 19:25:00,so2,3.5379391111111103
2019-02-05 19:30:00,so2,2.833110862068965
2019-02-05 19:35:00,so2,3.2928574509803927
2019-02-05 19:40:00,so2,3.163000566037736
2019-02-05 19:45:00,so2,2.9811867272727284
2019-02-05 19:50:00,so2,2.590688253968253
2019-02-05 19:55:00,so2,2.9937590740740734
2019-02-05 20:00:00,so2,2.440203823529412
2019-02-05 20:05:00,so2,2.7842077192982457
2019-02-05 20:10:00,so2,2.8734355357142856
2019-02-05 20:15:00,so2,3.273687058823529
2019-02-05 20:20:00,so2,3.3158418
2019-02-05 20:25:00,so2,3.1458518
2019-02-05 20:30:00,so2,3.5295795833333337
2019-02-05 20:35:00,so2,3.1089725454545456
2019-02-05 20:40:00,so2,2.6251175757575753
2019-02-05 20:45:00,so2,3.3503886274509798
2019-02-05 20:50:00,so2,3.1887881818181825
2019-02-05 20:55:00,so2,3.5331673469387757
2019-02-05 21:00:00,so2,3.1128532203389816
2019-02-05 21:05:00,so2,3.420927454545455
2019-02-05 21:10:00,so2,3.867271666666666
2019-02-05 21:15:00,so2,3.4416466666666676
2019-02-05 21:20:00,so2,3.4705075925925937
2019-02-05 21:25:00,so2,3.7395625999999997
2019-02-05 21:30:00,so2,3.6722476923076925
2019-02-05 21:35:00,so2,3.250365166666666
2019-02-05 21:40:00,so2,3.5853032000000002
2019-02-05 21:45:00,so2,3.0979048484848493
2019-02-05 21:50:00,so2,3.3806996721311466
2019-02-05 21:55:00,so2,3.819758200000001
2019-02-05 22:00:00,so2,3.461918548387095
2019-02-05 22:05:00,so2,4.193696470588235
2019-02-05 22:10:00,so2,4.0201705769230776
2019-02-05 22:15:00,so2,3.7347333333333332
2019-02-05 22:20:00,so2,3.7081718644067796
2019-02-05 22:25:00,so2,3.6897959322033893
2019-02-05 22:30:00,so2,4.054711111111112
2019-02-05 22:35:00,so2,3.930650545454544
2019-02-05 22:40:00,so2,3.364089538461537
2019-02-05 22:45:00,so2,4.279311923076924
2019-02-05 22:50:00,so2,3.7120750819672126
2019-02-05 22:55:00,so2,3.887532181818182
2019-02-05 23:00:00,so2,4.8556422448979575
2019-02-05 23:05:00,so2,3.734284615384615
